subject,dataset,theta_Hz,alpha_Hz,ratio,PCI,convergence_pct,phi_organized
S001R02,PhysioNet,5.895472797047997,10.094333365901504,1.7122177836111765,0.6916388352460188,0.2128175512651982,1
S002R02,PhysioNet,6.177087943350635,10.871331049006113,1.7599443538291577,0.3405420506220543,0.1925208311700318,1
S003R02,PhysioNet,5.783579921930851,10.400883969687865,1.7983470635978562,0.0733700764503641,0.1954153965970253,1
S004R02,PhysioNet,5.864981636617106,10.60955934256489,1.8089671886312049,0.0003423661814035,0.190673121091507,1
S005R02,PhysioNet,5.909103287799221,10.39455042691955,1.759074079544628,0.3467019867887672,0.2005838136670019,1
S006R02,PhysioNet,6.119267248319585,10.024118221128706,1.638123947582357,1.3470555450904642,0.2270224364394935,1
S007R02,PhysioNet,6.32054753349283,10.880682105083457,1.7214777750545016,0.6208851125866414,0.1976232026741643,1
S008R02,PhysioNet,6.224463001882881,9.6872571779835,1.5563201476260895,1.2125321369147255,0.2523471963371053,1
S009R02,PhysioNet,6.151278755549735,9.858783463593843,1.6027209715864636,1.4615008772633529,0.2376705599611456,1
S010R02,PhysioNet,6.224874842753598,9.669367321407687,1.5533432503729512,1.1997516204376977,0.2535180394972416,1
S011R02,PhysioNet,5.93890524082309,10.172030273824568,1.7127786791248412,0.6873070553194465,0.211276903320227,1
S012R02,PhysioNet,5.512639395495845,10.433919627648232,1.8927266739365116,-0.5920678157490119,0.1844582750157843,0
S013R02,PhysioNet,6.211510775397265,9.63838062449541,1.551696676221088,1.1928108469125978,0.2546557534188872,1
S014R02,PhysioNet,6.311086015305787,9.910342041793475,1.5703069198801431,1.2769312265323614,0.2439467048504449,1
S015R02,PhysioNet,6.185053206119724,10.536319879045518,1.703513216122456,0.759699875254864,0.2061317316528594,1
S016R02,PhysioNet,5.951681321438016,10.838119014501194,1.821018033250904,-0.0825329641548223,0.1856514559312235,0
S017R02,PhysioNet,5.916873280043905,10.76724077263506,1.8197517950824127,-0.0738164704894983,0.1869030494418815,0
S018R02,PhysioNet,5.843344687210101,10.255042047911315,1.754995229077882,0.3756617083314259,0.2035956058695839,1
S019R02,PhysioNet,5.379337356686098,9.864199626101206,1.8337202097653853,-0.1702011141874514,0.200607347997467,0
S020R02,PhysioNet,5.864828817352552,10.642551366713638,1.814639727458883,-0.0386512437695925,0.1894756669467323,0
S021R02,PhysioNet,6.0340034802412665,9.750503229238754,1.6159260201236882,1.5562068664472102,0.2371635383679933,1
S022R02,PhysioNet,5.900004003442076,9.909629534001276,1.6795970864121406,0.9563178751658103,0.2217479019540672,1
S023R02,PhysioNet,5.790297980294685,10.188802891540222,1.7596336019690793,0.342740860058766,0.2041439210776929,1
S024R02,PhysioNet,6.366354670357969,9.577369978510657,1.5043726707692422,1.025222997225337,0.269468034207003,1
S025R02,PhysioNet,6.169773477373148,10.38411660771247,1.6830628621609665,0.9268150810564872,0.212118628693882,1
S026R02,PhysioNet,6.222104188226998,9.99348972054352,1.606127030057204,1.4846104376316422,0.2341160713389561,1
S027R02,PhysioNet,6.242381391162411,10.640918679651849,1.7046248879821122,0.7509165095469333,0.2041425717733732,1
S028R02,PhysioNet,6.337588581710785,9.558726887726316,1.5082592952327636,1.037034419853628,0.2687349724097639,1
S029R02,PhysioNet,6.209097683022387,9.61560318430179,1.5486313269952017,1.180125122076409,0.2559832565633132,1
S030R02,PhysioNet,6.691442411124895,9.92076348895573,1.4826046283327357,0.9640986550698236,0.2681453216631193,1
S031R02,PhysioNet,6.788894983658264,8.976355173552529,1.3222115226645514,0.6754887859950295,0.3720985351747086,1
S032R02,PhysioNet,5.838092029671343,10.32860448003065,1.7691746597239066,0.2755773837525873,0.2003802234634245,1
S033R02,PhysioNet,5.7088035877693,10.74907196358795,1.8828939896648504,-0.5191279288935918,0.1804966713101216,0
S034R02,PhysioNet,6.114694805508544,9.82441511741036,1.6066893655199015,1.4885088593791675,0.237545472361377,1
S035R02,PhysioNet,5.642745982451193,10.370914215323875,1.8379197375847107,-0.1993130600377616,0.1912715803046255,0
S036R02,PhysioNet,6.177101539847284,10.13041288110012,1.6399945533922002,1.3275406702656791,0.2245520071180725,1
S037R02,PhysioNet,5.904576997491525,10.095128073227553,1.7097123261355256,0.7110655102148968,0.2131945658097504,1
S038R02,PhysioNet,5.761121742803203,10.750774616721475,1.866090510958452,-0.3974306128387033,0.1821608802900945,0
S039R02,PhysioNet,5.762168690849128,10.233737690109953,1.7760218832819146,0.2277633527225839,0.2011437435845063,1
S040R02,PhysioNet,5.949383835366365,9.953581296082868,1.6730440616242277,1.0131907905716326,0.2220151333775951,1
S041R02,PhysioNet,6.376963578814568,9.820794619332975,1.540042450918089,1.1461249035478638,0.2535605581796304,1
S042R02,PhysioNet,6.092548426960221,11.271544685636025,1.8500541802438784,-0.2839515775369803,0.1760874553266873,0
S043R02,PhysioNet,5.804728975767942,10.41577454653414,1.794360182881093,0.1008253504764439,0.1956546828147512,1
S044R02,PhysioNet,6.172908642065641,9.874833938487829,1.5997051813135874,1.4417302138935115,0.2379861443161472,1
S045R02,PhysioNet,6.043015703492268,10.086603058540629,1.6691340141167537,1.0478551414214898,0.2200904091541025,1
S046R02,PhysioNet,6.017845207872179,10.328410264278068,1.7162970976333969,0.660273636800836,0.2078757876204939,1
S047R02,PhysioNet,5.6804429947142685,9.861158341668816,1.7359840334362588,0.512931898763927,0.2136425580014469,1
S048R02,PhysioNet,6.762979151192518,9.613873007339675,1.421544084701852,0.8278062980214723,0.2984278353566816,1
S049R02,PhysioNet,5.689718056574362,10.338692387129468,1.8170834273911525,-0.0554568109821086,0.1942134366578189,0
S050R02,PhysioNet,6.037729347948096,10.306952511995403,1.7070908479026456,0.7315306676124799,0.2096777537143742,1
S051R02,PhysioNet,5.486662198710831,10.201322639653172,1.859294826288033,-0.3490742323830081,0.1917670405053814,0
S052R02,PhysioNet,6.505454440106008,9.867415630313692,1.5167911359860204,1.0640329221511404,0.2589357973186217,1
S053R02,PhysioNet,5.949007470484129,10.224930750081043,1.7187624659763523,0.6414695505346358,0.2093835979887011,1
S054R02,PhysioNet,6.621546587230186,9.012626016750726,1.3611058833493364,0.727620223869456,0.3458915690067502,1
S055R02,PhysioNet,6.425299518699007,9.83049838216131,1.5299673351495038,1.1088971656991535,0.256068905826069,1
S056R02,PhysioNet,6.500597153446069,9.62810510769477,1.4811108703437743,0.9601904035356016,0.2756713458970516,1
S057R02,PhysioNet,5.994130969265991,10.300220884949857,1.718384355924603,0.644346321143836,0.2080693490017047,1
S058R02,PhysioNet,5.849611939309143,10.38144783383906,1.7747241939377505,0.2368035698099536,0.1987346211125635,1
S059R02,PhysioNet,6.059697731732997,10.570148548488014,1.74433594156603,0.4521164970300154,0.1995828392638814,1
S060R02,PhysioNet,6.138332064062545,10.062857348129333,1.6393471782087676,1.3342692097028777,0.226012947332703,1
S061R02,PhysioNet,6.419309894997022,9.801769371084246,1.5269194868942828,1.098153424924814,0.257568689682193,1
S062R02,PhysioNet,5.612432106581897,10.36458563699128,1.846719112171774,-0.2606010851366023,0.1903980898901967,0
S063R02,PhysioNet,5.79853410586771,10.108704633147278,1.7433207166821658,0.4594631246074472,0.2078928375467716,1
S064R02,PhysioNet,5.707059748396563,9.9602786534652,1.7452557170552856,0.4454709322704607,0.2103837462511227,1
S065R02,PhysioNet,6.4903720709375685,9.851340515088545,1.517839101890728,1.067455484169877,0.2590023758197018,1
S066R02,PhysioNet,5.985601863443764,9.841555650854946,1.6442048561500366,1.2844064730272349,0.2295708468923673,1
S067R02,PhysioNet,5.6602171375678765,10.390035293022088,1.835624860407132,-0.1833948740920301,0.1912112372314692,0
S068R02,PhysioNet,5.811111417531704,10.226325503691978,1.7597882348013312,0.3416466110908334,0.2034499377790463,1
S069R02,PhysioNet,5.413815120647412,10.235922567327066,1.890704122549165,-0.576944705976352,0.1878954925316057,0
S070R02,PhysioNet,5.922867204132495,9.860781438446262,1.6648662039166116,1.0863630961490067,0.2253310783403703,1
S071R02,PhysioNet,6.546331895607319,9.802182169188574,1.497354904319162,1.0046188685581126,0.2662512952217571,1
S072R02,PhysioNet,6.235267753588024,9.369233631416456,1.5026192942596603,1.0199895740402185,0.2751814501344673,1
S073R02,PhysioNet,5.982837417801105,10.20768830538324,1.7061617410848695,0.738819108700003,0.2116468908316668,1
S074R02,PhysioNet,5.724905002878614,10.220296407607288,1.7852342357590714,0.1638304326355563,0.2001845138808128,1
S075R02,PhysioNet,6.709275198158535,9.140098205901152,1.3623078404072313,0.7293653894277374,0.3412010883489759,1
S076R02,PhysioNet,5.916797712315864,10.2269720933813,1.728464042651614,0.5684923901678554,0.2078926709884692,1
S077R02,PhysioNet,6.038102547099561,9.183240210388057,1.5208817900582494,1.0775305492788625,0.2743380613773146,1
S078R02,PhysioNet,6.350195172593069,9.78043537894925,1.5401787052405602,1.1466473474209606,0.2544373746883842,1
S079R02,PhysioNet,6.2747267213249,10.169844679804712,1.6207629641052104,1.5401012272269874,0.2275251789478434,1
S080R02,PhysioNet,6.117084621596933,10.439967898682744,1.7066901219289126,0.7346718978539118,0.2073448479981132,1
S081R02,PhysioNet,6.4784205519066,9.825919693124057,1.5167153188646092,1.0637862402024394,0.259909089851953,1
S082R02,PhysioNet,6.434168637425563,9.845250207611675,1.5301510983633393,1.1095523357044077,0.2556837493809708,1
S083R02,PhysioNet,5.990211801345641,10.22516730963154,1.706979260288352,0.7324050382746359,0.2111952262803859,1
S084R02,PhysioNet,5.982282201024619,9.979370621318544,1.6681544410608584,1.056630109551399,0.2223660970256486,1
S085R02,PhysioNet,6.237227580446058,10.66475547490066,1.7098551138866676,0.7099549337682827,0.2029415198492111,1
S086R02,PhysioNet,5.81547828608699,10.404130618172893,1.7890412630486197,0.1375146033257449,0.1965156852423611,1
S087R02,PhysioNet,6.480293936634524,9.424473375588244,1.4543280702607682,0.8954569462899686,0.2903449189348224,1
S088R02,PhysioNet,5.379033464245555,10.402831162955112,1.9339591828351224,-0.9182717504656588,0.1810348703091742,0
S089R02,PhysioNet,5.882079388899771,9.53671126156434,1.6213163119765643,1.5335738884369556,0.2406952121509266,1
S090R02,PhysioNet,6.081921011503201,10.454291626989315,1.7189127591786075,0.6403267895471807,0.2052389029729485,1
S091R02,PhysioNet,6.053971238954399,10.250447173664238,1.693177382097148,0.8427722974649511,0.2129256093083297,1
S092R02,PhysioNet,6.573939409502275,9.727923450278244,1.4797707803964628,0.9567130914877672,0.2736738827648622,1
S093R02,PhysioNet,5.430805006731609,10.26721093154388,1.890550465136832,-0.5757984119153375,0.187392041401944,0
S094R02,PhysioNet,6.05143147031907,10.510441692401686,1.7368521388621971,0.5065691136105979,0.2016531435137945,1
S095R02,PhysioNet,5.547385932984794,11.247871848601124,2.0275985814726183,-1.384667345374638,0.1612776826863575,0
S096R02,PhysioNet,5.9684369447030745,10.31854273171089,1.7288517625822435,0.5656074687353967,0.2061810698394955,1
S097R02,PhysioNet,5.801448268074969,10.694183959610614,1.8433645299329968,-0.2371850070997151,0.1854346397079287,0
S098R02,PhysioNet,5.9438738940945886,10.207178500398392,1.717260272049096,0.6529139724374543,0.2099382850041944,1
S099R02,PhysioNet,6.156201153269976,9.831785474044764,1.5970539670917732,1.4248573592102984,0.2394874401229784,1
S100R02,PhysioNet,5.836701045064533,10.549090501691865,1.8073720788924232,0.0113060806281689,0.1918505914266522,1
S101R02,PhysioNet,5.916089283961652,10.63260192707022,1.7972348652504109,0.0810259021810998,0.1916989507005375,1
S102R02,PhysioNet,6.175552787790492,9.654489239334172,1.5633400881005803,1.2439161801414982,0.2513234408687369,1
S103R02,PhysioNet,5.855255261653952,9.8566585526847,1.6833866521987395,0.9240780889561356,0.222152945503138,1
S104R02,PhysioNet,6.488423881132585,9.618462585250278,1.48240354845179,0.9635705586651256,0.2754791564248782,1
S105R02,PhysioNet,6.191965996282497,9.866769023930384,1.5934792002821312,1.4028196109887905,0.2395322589778342,1
S106R02,PhysioNet,6.373936183986602,10.09141858468682,1.5832318199293776,1.3437860085238778,0.2371082804836298,1
S107R02,PhysioNet,6.386852824303364,9.938581484337266,1.556099969380663,1.2115764288275066,0.2468082351772373,1
S108R02,PhysioNet,6.204464533997827,10.453634961147449,1.684856912931966,0.911690400732474,0.2105630899837353,1
S109R02,PhysioNet,5.786813844176531,11.158813126369417,1.928317279049664,-0.8711997179093373,0.1702997483382785,0
